Model Year,Mfr Name,Division,Carline,Engine Displacement,# Cylinders,Transmission,City FE,Highway FE,Combined FE,Air Aspiration Method,Transmission Description,# Gears,Drive Desc,Carline Class Desc,Release Date,City CO2,Highway CO2,Combined CO2
2015,General Motors,Chevrolet,CAMARO,6.2,8,Manual,16,24,19,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Compact Cars,6/30/2014,567,373,479
2015,General Motors,Chevrolet,CAMARO,6.2,8,Manual,14,19,16,Supercharged,Manual,6,"2-Wheel Drive, Rear",Compact Cars,6/30/2014,628,469,557
2015,General Motors,Chevrolet,CAMARO,6.2,8,Manual,14,19,16,Supercharged,Manual,6,"2-Wheel Drive, Rear",Compact Cars,6/30/2014,635,476,564
2015,General Motors,Chevrolet,CAMARO,7.0,8,Manual,13,19,15,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Compact Cars,6/15/2014,680,463,582
2015,General Motors,Chevrolet,SONIC,1.4,4,Auto,27,37,31,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,5/30/2014,330,243,291
2015,General Motors,Chevrolet,SONIC,1.4,4,Manual,29,40,33,Turbocharged,Manual,6,"2-Wheel Drive, Front",Compact Cars,6/30/2014,310,223,271
2015,General Motors,Chevrolet,SONIC,1.8,4,Auto,25,35,28,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,6/30/2014,362,252,312
2015,General Motors,Chevrolet,SONIC,1.8,4,Manual,26,35,30,Naturally Aspirated,Manual,5,"2-Wheel Drive, Front",Compact Cars,6/30/2014,338,255,301
2015,General Motors,Chevrolet,SONIC RS,1.4,4,Auto,25,33,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,5/30/2014,356,269,317
2015,General Motors,Chevrolet,SONIC RS,1.4,4,Manual,27,34,30,Turbocharged,Manual,6,"2-Wheel Drive, Front",Compact Cars,6/30/2014,327,261,298
2015,Ford Motor Company,Ford,Fiesta ST FWD,1.6,4,Manual,26,35,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Compact Cars,6/20/2014,337,257,301
2015,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,1.6,4,Auto,27,36,30,Naturally Aspirated,Automated Manual,6,"2-Wheel Drive, Front",Compact Cars,7/17/2014,321,247,288
2015,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,1.6,4,Auto,24,31,27,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,7/17/2014,369,282,330
2015,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,1.6,4,Manual,26,35,30,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Compact Cars,7/17/2014,335,250,297
2015,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,1.6,4,Manual,24,33,28,Turbocharged,Manual,6,"2-Wheel Drive, Front",Compact Cars,7/17/2014,362,263,317
2015,Kia,KIA MOTORS CORPORATION,Forte Koup,1.6,4,Auto,22,30,25,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,5/26/2014,397,292,350
2015,Kia,KIA MOTORS CORPORATION,Forte Koup,1.6,4,Manual,22,29,25,Turbocharged,Manual,6,"2-Wheel Drive, Front",Compact Cars,5/26/2014,402,303,357
2015,Kia,KIA MOTORS CORPORATION,Forte Koup,2.0,4,Auto,25,34,28,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,5/26/2014,356,262,314
2015,Kia,KIA MOTORS CORPORATION,Forte Koup,2.0,4,Manual,24,33,27,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Compact Cars,5/26/2014,367,270,323
2015,Kia,KIA MOTORS CORPORATION,Rio,1.6,4,Auto,27,37,31,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,7/9/2014,328,239,288
2015,Kia,KIA MOTORS CORPORATION,Rio,1.6,4,Manual,27,37,31,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Compact Cars,7/9/2014,325,236,285
2015,Toyota,LEXUS,IS 250,2.5,6,Auto,21,30,24,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Compact Cars,7/23/2014,417,292,361
2015,Toyota,LEXUS,IS 250 AWD,2.5,6,Auto,20,27,23,Naturally Aspirated,Semi-Automatic,6,All Wheel Drive,Compact Cars,7/23/2014,441,325,389
2015,Toyota,LEXUS,IS 350,3.5,6,Auto,19,28,22,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Compact Cars,7/23/2014,461,315,401
2015,Toyota,LEXUS,IS 350 AWD,3.5,6,Auto,19,26,21,Naturally Aspirated,Semi-Automatic,6,All Wheel Drive,Compact Cars,7/23/2014,475,337,413
2015,MAZDA,MAZDA,MAZDA3 4-Door,2.0,4,Auto,30,41,34,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,7/7/2014,297,216,260
2015,MAZDA,MAZDA,MAZDA3 4-Door,2.0,4,Manual,29,41,33,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Compact Cars,7/7/2014,303,218,265
2015,MAZDA,MAZDA,MAZDA3 4-Door,2.5,4,Auto,28,39,32,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,7/7/2014,317,228,277
2015,MAZDA,MAZDA,MAZDA3 4-Door,2.5,4,Auto,29,40,33,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,7/7/2014,309,224,271
2015,MAZDA,MAZDA,MAZDA3 4-Door,2.5,4,Manual,25,37,29,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Compact Cars,7/7/2014,354,242,304
2015,Mercedes-Benz,Mercedes-Benz,C 400 4MATIC,3.0,8,Auto,22,29,24,Turbocharged,Automatic,7,4-Wheel Drive,Compact Cars,7/25/2014,409,311,365
2015,BMW,Mini,Mini Cooper Countryman,1.6,4,Auto,25,30,27,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,3/27/2014,355,296,328
2015,BMW,Mini,Mini Cooper Countryman,1.6,4,Manual,27,34,30,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Compact Cars,3/27/2014,327,264,298
2015,BMW,Mini,Mini Cooper Paceman,1.6,4,Auto,25,30,27,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,3/27/2014,355,296,328
2015,BMW,Mini,Mini Cooper Paceman,1.6,4,Manual,27,34,30,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Compact Cars,3/27/2014,327,264,298
2015,BMW,Mini,Mini Cooper S Countryman,1.6,4,Auto,25,32,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,3/27/2014,352,275,318
2015,BMW,Mini,Mini Cooper S Countryman,1.6,4,Manual,26,32,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Compact Cars,3/28/2014,337,275,309
2015,BMW,Mini,Mini Cooper S Countryman All4,1.6,4,Auto,23,30,26,Turbocharged,Semi-Automatic,6,All Wheel Drive,Compact Cars,3/27/2014,380,292,340
2015,BMW,Mini,Mini Cooper S Countryman All4,1.6,4,Manual,25,31,27,Turbocharged,Manual,6,All Wheel Drive,Compact Cars,3/28/2014,353,287,323
2015,BMW,Mini,Mini Cooper S Paceman,1.6,4,Auto,25,32,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,3/27/2014,352,275,318
2015,BMW,Mini,Mini Cooper S Paceman,1.6,4,Manual,26,32,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Compact Cars,3/28/2014,337,275,309
2015,BMW,Mini,Mini Cooper S Paceman ALL4,1.6,4,Auto,23,30,26,Turbocharged,Semi-Automatic,6,All Wheel Drive,Compact Cars,3/27/2014,380,292,340
2015,BMW,Mini,Mini Cooper S Paceman ALL4,1.6,4,Manual,25,31,27,Turbocharged,Manual,6,All Wheel Drive,Compact Cars,3/28/2014,353,287,323
2015,BMW,Mini,Mini JCW Countryman ALL4,1.6,4,Auto,23,30,26,Turbocharged,Semi-Automatic,6,All Wheel Drive,Compact Cars,3/27/2014,380,292,340
2015,BMW,Mini,Mini JCW Countryman ALL4,1.6,4,Manual,25,31,27,Turbocharged,Manual,6,All Wheel Drive,Compact Cars,3/28/2014,353,287,323
2015,BMW,Mini,Mini JCW Paceman ALL4,1.6,4,Auto,23,30,26,Turbocharged,Semi-Automatic,6,All Wheel Drive,Compact Cars,3/27/2014,380,292,340
2015,BMW,Mini,Mini JCW Paceman ALL4,1.6,4,Manual,25,31,27,Turbocharged,Manual,6,All Wheel Drive,Compact Cars,3/28/2014,353,287,323
2015,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2.0,4,Auto,26,34,29,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,"2-Wheel Drive, Front",Compact Cars,8/1/2014,343,260,306
2015,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2.0,4,Manual,25,34,28,Naturally Aspirated,Manual,5,"2-Wheel Drive, Front",Compact Cars,8/1/2014,359,259,314
2015,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2.4,4,Auto,23,30,26,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,"2-Wheel Drive, Front",Compact Cars,8/1/2014,385,294,344
2015,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2.4,4,Manual,22,31,26,Naturally Aspirated,Manual,5,"2-Wheel Drive, Front",Compact Cars,8/1/2014,394,287,346
2015,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER AWD,2.4,4,Auto,22,29,25,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,All Wheel Drive,Compact Cars,8/1/2014,397,310,358
2015,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE,1.2,3,Auto,37,44,40,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",Compact Cars,6/1/2014,241,199,222
2015,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE,1.2,3,Manual,34,42,37,Naturally Aspirated,Manual,5,"2-Wheel Drive, Front",Compact Cars,6/1/2014,262,208,238
2015,Nissan,NISSAN,VERSA,1.6,4,Auto,26,35,30,Naturally Aspirated,Automatic,4,"2-Wheel Drive, Front",Compact Cars,4/22/2014,341,254,297
2015,Nissan,NISSAN,VERSA,1.6,4,Auto,31,40,35,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",Compact Cars,4/22/2014,282,223,255
2015,Nissan,NISSAN,VERSA,1.6,4,Manual,27,36,30,Naturally Aspirated,Manual,5,"2-Wheel Drive, Front",Compact Cars,4/22/2014,328,247,296
2015,Toyota,SCION,tC,2.5,4,Auto,23,31,26,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,5/30/2014,384,284,339
2015,Toyota,SCION,tC,2.5,4,Manual,23,31,26,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Compact Cars,5/30/2014,381,287,339
2015,Subaru,Subaru,WRX,2.0,4,Auto,19,25,21,Turbocharged,Selectable Continuously Variable (e.g. CVT with paddles),8,All Wheel Drive,Compact Cars,1/17/2014,454,346,405
2015,Subaru,Subaru,WRX,2.0,4,Manual,21,28,24,Turbocharged,Manual,6,All Wheel Drive,Compact Cars,1/17/2014,419,313,371
2015,Subaru,Subaru,WRX,2.5,4,Manual,17,23,19,Turbocharged,Manual,6,All Wheel Drive,Compact Cars,1/17/2014,520,383,458
2015,Toyota,TOYOTA,YARIS,1.5,4,Auto,30,36,32,Naturally Aspirated,Automatic,4,"2-Wheel Drive, Front",Compact Cars,7/16/2014,293,249,273
2015,Toyota,TOYOTA,YARIS,1.5,4,Manual,30,37,33,Naturally Aspirated,Manual,5,"2-Wheel Drive, Front",Compact Cars,7/16/2014,290,237,266
2015,Volkswagen Group of,Volkswagen,Beetle,1.8,4,Auto,25,33,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,7/28/2014,357,270,318
2015,Volkswagen Group of,Volkswagen,Beetle,1.8,4,Manual,24,33,27,Turbocharged,Manual,5,"2-Wheel Drive, Front",Compact Cars,7/28/2014,372,270,326
2015,Volkswagen Group of,Volkswagen,Beetle,2.0,4,Auto,24,30,26,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,"2-Wheel Drive, Front",Compact Cars,7/28/2014,377,302,343
2015,Volkswagen Group of,Volkswagen,Beetle,2.0,4,Manual,23,31,26,Turbocharged,Manual,6,"2-Wheel Drive, Front",Compact Cars,7/28/2014,393,292,347
2015,Volkswagen Group of,Volkswagen,CC,2.0,4,Auto,22,31,25,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,"2-Wheel Drive, Front",Compact Cars,7/14/2014,402,284,349
2015,Volkswagen Group of,Volkswagen,CC,2.0,4,Manual,21,32,25,Turbocharged,Manual,6,"2-Wheel Drive, Front",Compact Cars,7/14/2014,428,278,361
2015,Volkswagen Group of,Volkswagen,CC 4Motion,3.6,6,Auto,17,25,20,Naturally Aspirated,Semi-Automatic,6,All Wheel Drive,Compact Cars,7/14/2014,523,351,446
2015,Volkswagen Group of,Volkswagen,Golf,1.8,4,Auto,25,36,29,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Compact Cars,7/28/2014,352,247,305
2015,Volkswagen Group of,Volkswagen,Golf,1.8,4,Manual,25,37,30,Turbocharged,Manual,5,"2-Wheel Drive, Front",Compact Cars,7/28/2014,350,240,300
2015,Volkswagen Group of,Volkswagen,Golf,2.0,4,Auto,31,43,36,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,"2-Wheel Drive, Front",Compact Cars,7/28/2014,326,236,285
2015,Volkswagen Group of,Volkswagen,Golf,2.0,4,Manual,31,45,36,Turbocharged,Manual,6,"2-Wheel Drive, Front",Compact Cars,7/28/2014,331,224,283
2015,Volkswagen Group of,Volkswagen,GTI,2.0,4,Auto,25,33,28,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,"2-Wheel Drive, Front",Compact Cars,4/1/2014,358,271,319
2015,Volkswagen Group of,Volkswagen,GTI,2.0,4,Manual,25,34,28,Turbocharged,Manual,6,"2-Wheel Drive, Front",Compact Cars,4/1/2014,355,258,311
2015,Volkswagen Group of,Volkswagen,Jetta,2.0,4,Auto,24,32,27,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,"2-Wheel Drive, Front",Compact Cars,7/28/2014,379,281,334
2015,Volkswagen Group of,Volkswagen,Jetta,2.0,4,Auto,31,45,36,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,"2-Wheel Drive, Front",Compact Cars,8/4/2014,324,228,281
2015,Volkswagen Group of,Volkswagen,Jetta,2.0,4,Manual,31,46,36,Turbocharged,Manual,6,"2-Wheel Drive, Front",Compact Cars,7/28/2014,332,223,283
2015,Volkswagen Group of,Volkswagen,Jetta,2.0,4,Manual,23,33,26,Turbocharged,Manual,6,"2-Wheel Drive, Front",Compact Cars,7/28/2014,389,274,338
2015,Volvo,"Volvo Cars of North America, LLC",S60 AWD,2.5,5,Auto,20,29,23,Turbocharged,Semi-Automatic,6,All Wheel Drive,Compact Cars,1/3/2014,432,306,375
2015,Volvo,"Volvo Cars of North America, LLC",S60 AWD,3.0,6,Auto,19,28,22,Turbocharged,Semi-Automatic,6,All Wheel Drive,Compact Cars,1/3/2014,461,317,396
2015,Volvo,"Volvo Cars of North America, LLC",S60 FWD,2.0,4,Auto,25,37,29,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",Compact Cars,1/3/2014,357,243,306
2015,Volvo,"Volvo Cars of North America, LLC",S60 FWD,2.0,4,Auto,24,35,28,Turbocharged+Supercharged,Semi-Automatic,8,"2-Wheel Drive, Front",Compact Cars,1/3/2014,377,257,323
2015,Volvo,"Volvo Cars of North America, LLC",S60 PoleStar AWD,3.0,6,Auto,18,27,21,Turbocharged,Semi-Automatic,6,All Wheel Drive,Compact Cars,5/2/2014,478,323,408
2015,Honda,Acura,RLX,3.5,6,Auto,20,31,24,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,6/3/2014,451,290,378
2015,Volkswagen Group of,Audi,A6,2.0,4,Auto,25,33,28,Turbocharged,Selectable Continuously Variable (e.g. CVT with paddles),8,"2-Wheel Drive, Front",Midsize Cars,6/9/2014,360,272,320
2015,Volkswagen Group of,Audi,A6 quattro,2.0,4,Auto,20,29,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,6/9/2014,452,306,386
2015,Volkswagen Group of,Audi,A6 quattro,3.0,6,Auto,18,27,22,Supercharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,6/9/2014,482,326,412
2015,Volkswagen Group of,Audi,A6 quattro,3.0,6,Auto,24,38,29,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,6/10/2014,416,267,349
2015,Volkswagen Group of,Audi,A7 quattro,3.0,6,Auto,18,28,21,Supercharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,6/9/2014,493,321,416
2015,Volkswagen Group of,Audi,A7 quattro,3.0,6,Auto,24,38,29,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,6/10/2014,416,267,349
2015,Volkswagen Group of,Audi,A8,3.0,6,Auto,19,29,22,Supercharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,5/15/2014,473,303,397
2015,Volkswagen Group of,Audi,A8,4.0,8,Auto,18,30,22,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,5/15/2014,484,299,401
2015,Volkswagen Group of,Audi,RS7,4.0,8,Auto,15,25,18,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,7/28/2014,614,355,497
2015,Volkswagen Group of,Audi,S6,4.0,8,Auto,17,27,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Midsize Cars,6/2/2014,531,330,441
2015,Volkswagen Group of,Audi,S7,4.0,8,Auto,17,27,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Midsize Cars,6/2/2014,531,330,441
2015,Volkswagen Group of,Audi,S8,4.0,8,Auto,17,27,20,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,5/15/2014,534,331,442
2015,Volkswagen Group of,Bentley,Flying Spur,4.0,8,Auto,14,24,17,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,3/28/2014,638,370,517
2015,Volkswagen Group of,Bentley,Flying Spur,6.0,12,Auto,12,20,15,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,5/15/2014,736,443,604
2015,Volkswagen Group of,Bentley,Mulsanne,6.8,8,Auto,11,18,13,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Midsize Cars,5/1/2014,840,501,688
2015,BMW,BMW,528i,2.0,4,Auto,23,34,27,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Midsize Cars,4/4/2014,391,265,334
2015,BMW,BMW,528i xDrive,2.0,4,Auto,22,33,26,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,7/18/2014,400,267,340
2015,BMW,BMW,535i,3.0,6,Auto,20,31,24,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Midsize Cars,7/22/2014,443,288,374
2015,BMW,BMW,535i xDrive,3.0,6,Auto,20,29,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,7/22/2014,448,302,382
2015,BMW,BMW,550i,4.4,8,Auto,17,25,20,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Midsize Cars,8/1/2014,505,356,438
2015,BMW,BMW,550i xDrive,4.4,8,Auto,16,25,19,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,7/28/2014,543,361,461
2015,BMW,BMW,M5,4.4,8,Auto,14,20,16,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Midsize Cars,6/1/2014,652,435,554
2015,BMW,BMW,M5,4.4,8,Manual,15,22,17,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Midsize Cars,6/2/2014,605,409,517
2015,General Motors,Buick,LACROSSE,2.4,4,Auto,25,36,29,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,5/30/2014,362,246,310
2015,General Motors,Buick,LACROSSE,3.6,6,Auto,18,28,21,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,5/30/2014,499,318,417
2015,General Motors,Buick,LACROSSE,3.6,6,Auto,18,28,21,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,5/30/2014,493,317,422
2015,General Motors,Buick,LACROSSE AWD,3.6,6,Auto,17,26,20,Naturally Aspirated,Semi-Automatic,6,All Wheel Drive,Midsize Cars,5/30/2014,524,344,443
2015,General Motors,Buick,REGAL,2.0,4,Auto,21,30,24,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,5/31/2014,431,297,371
2015,General Motors,Buick,REGAL,2.0,4,Manual,20,31,24,Turbocharged,Manual,6,"2-Wheel Drive, Front",Midsize Cars,5/31/2014,437,286,369
2015,General Motors,Buick,REGAL,2.4,4,Auto,25,36,29,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,5/30/2014,362,246,310
2015,General Motors,Buick,REGAL,2.4,4,Auto,19,31,23,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,6/5/2014,455,285,379
2015,General Motors,Buick,REGAL AWD,2.0,4,Auto,19,27,22,Turbocharged,Semi-Automatic,6,All Wheel Drive,Midsize Cars,5/31/2014,468,328,405
2015,General Motors,Cadillac,CTS,6.2,8,Auto,12,18,14,Supercharged,Semi-Automatic,6,"2-Wheel Drive, Rear",Midsize Cars,6/6/2014,760,499,643
2015,General Motors,Cadillac,CTS,6.2,8,Manual,14,19,16,Supercharged,Manual,6,"2-Wheel Drive, Rear",Midsize Cars,6/6/2014,635,476,564
2015,General Motors,Cadillac,CTS SEDAN,2.0,4,Auto,20,30,24,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Rear",Midsize Cars,7/31/2014,435,295,372
2015,General Motors,Cadillac,CTS SEDAN,3.6,6,Auto,16,24,18,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Midsize Cars,6/15/2014,568,374,481
2015,General Motors,Cadillac,CTS SEDAN,3.6,6,Auto,18,29,22,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Midsize Cars,6/30/2014,483,310,405
2015,General Motors,Cadillac,CTS SEDAN AWD,2.0,4,Auto,19,28,22,Turbocharged,Semi-Automatic,6,All Wheel Drive,Midsize Cars,7/9/2014,468,321,404
2015,General Motors,Cadillac,CTS SEDAN AWD,3.6,6,Auto,18,26,21,Naturally Aspirated,Semi-Automatic,6,All Wheel Drive,Midsize Cars,5/31/2014,483,336,417
2015,General Motors,Chevrolet,CRUZE,1.4,4,Auto,26,38,30,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,5/30/2014,344,236,296
2015,General Motors,Chevrolet,CRUZE,1.4,4,Manual,26,38,30,Turbocharged,Manual,6,"2-Wheel Drive, Front",Midsize Cars,5/30/2014,340,236,293
2015,General Motors,Chevrolet,CRUZE,1.8,4,Auto,22,35,27,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,5/30/2014,397,254,333
2015,General Motors,Chevrolet,CRUZE,1.8,4,Manual,25,36,29,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Midsize Cars,5/30/2014,342,247,299
2015,General Motors,Chevrolet,MALIBU,2.0,4,Auto,21,30,24,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,5/30/2014,431,297,371
2015,General Motors,Chevrolet,MALIBU,2.5,4,Auto,25,36,29,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,5/7/2014,351,247,307
2015,General Motors,Chevrolet,SONIC 5,1.4,4,Auto,27,37,31,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,5/30/2014,330,243,291
2015,General Motors,Chevrolet,SONIC 5,1.4,4,Manual,29,40,33,Turbocharged,Manual,6,"2-Wheel Drive, Front",Midsize Cars,6/30/2014,310,223,271
2015,General Motors,Chevrolet,SONIC 5,1.8,4,Auto,25,35,28,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,6/30/2014,362,252,312
2015,General Motors,Chevrolet,SONIC 5,1.8,4,Manual,26,35,30,Naturally Aspirated,Manual,5,"2-Wheel Drive, Front",Midsize Cars,6/30/2014,338,255,301
2015,General Motors,Chevrolet,SONIC 5 RS,1.4,4,Auto,25,33,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,5/30/2014,356,269,317
2015,General Motors,Chevrolet,SONIC 5 RS,1.4,4,Manual,27,34,30,Turbocharged,Manual,6,"2-Wheel Drive, Front",Midsize Cars,6/30/2014,327,261,298
2015,Chrysler Group LLC,Chrysler,200,2.4,4,Auto,23,36,28,Naturally Aspirated,Automatic,9,"2-Wheel Drive, Front",Midsize Cars,3/27/2014,384,246,322
2015,Chrysler Group LLC,Chrysler,200,2.4,4,Auto,23,36,28,Naturally Aspirated,Automatic,9,"2-Wheel Drive, Front",Midsize Cars,7/21/2014,384,246,322
2015,Chrysler Group LLC,Chrysler,200,3.6,6,Auto,19,32,23,Naturally Aspirated,Automatic,9,"2-Wheel Drive, Front",Midsize Cars,3/26/2014,469,283,385
2015,Chrysler Group LLC,Chrysler,200,3.6,6,Auto,19,32,23,Naturally Aspirated,Automatic,9,"2-Wheel Drive, Front",Midsize Cars,7/21/2014,469,283,385
2015,Chrysler Group LLC,Chrysler,200 AWD,3.6,6,Auto,18,29,22,Naturally Aspirated,Automatic,9,All Wheel Drive,Midsize Cars,3/17/2014,482,306,403
2015,Chrysler Group LLC,Chrysler,200 AWD,3.6,6,Auto,18,29,22,Naturally Aspirated,Automatic,9,All Wheel Drive,Midsize Cars,7/21/2014,482,306,403
2015,Chrysler Group LLC,Dodge,Challenger,3.6,6,Auto,19,30,23,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",Midsize Cars,7/21/2014,466,296,389
2015,Chrysler Group LLC,Dodge,Challenger,5.7,8,Auto,16,25,19,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",Midsize Cars,7/21/2014,558,352,465
2015,Chrysler Group LLC,Dodge,Challenger,5.7,8,Manual,15,23,18,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Midsize Cars,7/21/2014,590,379,495
2015,Chrysler Group LLC,Dodge,Challenger,6.4,8,Auto,15,25,18,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",Midsize Cars,7/21/2014,591,357,486
2015,Chrysler Group LLC,Dodge,Challenger,6.4,8,Manual,14,23,17,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Midsize Cars,7/21/2014,632,392,524
2015,Chrysler Group LLC,Dodge,Challenger SRT8,6.4,8,Auto,15,25,18,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",Midsize Cars,7/21/2014,591,357,486
2015,Chrysler Group LLC,Dodge,Challenger SRT8,6.4,8,Manual,14,23,17,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Midsize Cars,7/21/2014,632,392,524
